65 1538442008 0.000000 0.000000 -101.000000 0.000000 0.000000
65 1538442009 0.000000 0.000000 -101.000000 0.000000 0.000000
65 1538442010 0.000000 0.000000 -101.000000 0.000000 0.000000
65 1538442011 0.000000 0.000000 -101.000000 0.000000 0.000000
65 1538442012 0.000000 0.000000 -101.000000 0.000000 0.000000
65 1538442013 0.000000 0.000000 -101.000000 0.000000 0.000000
65 1538442014 0.000000 0.000000 -101.000000 0.000000 0.000000
65 1538442015 0.000000 0.000000 -101.000000 0.000000 0.000000
65 1538442016 0.000000 0.000000 -101.000000 0.000000 0.000000
65 1538442017 10.000000 0.200000 2.000000 2.000000 -20.200000
65 1538442018 10.000000 0.200000 4.000000 4.000000 -20.200000
65 1538442019 10.000000 0.200000 6.000000 6.000000 -20.200000
65 1538442020 10.000000 0.200000 8.000000 8.000000 -20.200000
65 1538442021 10.000000 0.200000 10.000000 10.000000 -20.200000
65 1538442022 0.000000 0.200000 10.000000 10.000000 -20.200000
65 1538442023 0.000000 0.200000 10.000000 10.000000 -20.200000
65 1538442024 0.000000 0.200000 10.000000 10.000000 -20.200000
65 1538442025 0.000000 0.200000 10.000000 10.000000 -20.200000
65 1538442026 0.000000 0.200000 10.000000 10.000000 -20.200000
65 1538442027 0.000000 0.200000 10.000000 10.000000 -20.200000
65 1538442028 0.000000 0.200000 10.000000 10.000000 -20.200000
65 1538442029 0.000000 0.200000 10.000000 10.000000 -20.200000
65 1538442030 0.000000 0.200000 10.000000 10.000000 -20.200000
65 1538442031 0.000000 0.200000 10.000000 10.000000 -20.200000
65 1538442032 0.500000 0.400000 10.200000 10.200000 -20.200000
65 1538442033 0.500000 0.400000 10.400000 10.400000 -20.200000
65 1538442034 0.500000 0.400000 10.600000 10.600000 -20.200000
65 1538442035 0.500000 0.400000 10.800000 10.800000 -20.200000
65 1538442036 0.500000 0.400000 11.000000 11.000000 -20.200000
65 1538442037 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442038 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442039 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442040 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442041 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442042 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442043 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442044 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442045 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442046 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442047 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442048 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442049 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442050 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442051 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442052 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442053 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442054 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442055 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442056 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442057 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442058 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442059 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442060 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442061 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442062 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442063 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442064 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442065 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442066 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442067 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442068 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442069 0.000000 0.400000 11.000000 11.000000 -20.200000
65 1538442131 -10.000000 0.200000 1.000000 1.000000 2041.000000
65 1538442130 -10.000000 0.200000 3.000000 3.000000 2041.000000
65 1538442129 -10.000000 0.200000 5.000000 5.000000 2041.000000
65 1538442128 -10.000000 0.200000 7.000000 7.000000 2041.000000
65 1538442127 -10.000000 0.200000 9.000000 9.000000 2041.000000
65 1538442126 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442125 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442124 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442123 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442122 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442121 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442120 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442119 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442118 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442117 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442116 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442115 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442114 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442113 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442112 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442111 0.000000 0.200000 11.000000 11.000000 2040.200000
65 1538442110 0.000000 0.200000 11.000000 11.000000 2040.200000
